,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1007,"RT @theDAWNmethod: What others are saying: ""I just finished the course, and I am so glad I found it. It has had the most positive impact on…",FALSE,0,NA,1/28/2020 16:43,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",authorAnnC,16,TRUE,FALSE,NA,NA
1008,RT @AlzAuthors: Read AlzAuthors 2nd Anthology “Alzheimer’s and Dementia Caregiving Stories: 47 Authors Share Their Inspiring Personal Exper…,FALSE,0,NA,1/28/2020 16:42,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",authorAnnC,10,TRUE,FALSE,NA,NA
1009,"RT @MarianneSciucco: Forever and always, no matter what, even Alzheimer's. Blue Hydrangeas, an #Alzheimers love story.  #AlzAuthors https:/…",FALSE,0,NA,1/28/2020 16:42,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",authorAnnC,10,TRUE,FALSE,NA,NA
1010,"RT @DCoxAuthor: With a common passion to share resources and experiences, https://t.co/boKvo3zJLf offers over 200 books and blogs in suppor…",FALSE,0,NA,1/28/2020 16:41,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",authorAnnC,3,TRUE,FALSE,NA,NA
1011,RT @Jennifer_Fink: You know you've turned your life upside down and given it a good shake when visiting your #Alzheimers Mom is relaxing. T…,FALSE,0,NA,1/28/2020 16:41,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",authorAnnC,4,TRUE,FALSE,NA,NA
1012,RT @BusyDrT: So aluminum is a cause of #Alzheimers but you want  us to believe that its perfectly safe to inject into their child?  Are you…,FALSE,0,NA,1/28/2020 16:39,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EvaneaM,301,TRUE,FALSE,NA,NA
1013,"RT @alvie_barr: #ArtificialIntelligence-Based Blood Test Predicts Neurodegenerative Disease Progression <U+0001F449> #MachineLearning algorithm ""stron…",FALSE,0,NA,1/28/2020 16:39,FALSE,NA,1.22E+18,NA,"<a href=""https://hubofco.de"" rel=""nofollow"">hubofml</a>",hubofml,8,TRUE,FALSE,NA,NA
1014,"RT @alvie_barr: #ArtificialIntelligence-Based Blood Test Predicts Neurodegenerative Disease Progression <U+0001F449> #MachineLearning algorithm ""stron…",FALSE,0,NA,1/28/2020 16:39,FALSE,NA,1.22E+18,NA,"<a href=""http://www.ic-service.by/"" rel=""nofollow"">Maxim Lyashko</a>",Max_Lyashko,8,TRUE,FALSE,NA,NA
1015,RT @Neuro_Central: Researchers from @mcgillu have used #artificialintelligence to detect long-term changes in molecular patterns specific t…,FALSE,0,NA,1/28/2020 16:36,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",adamoprogresso,2,TRUE,FALSE,NA,NA
1016,Researchers from @mcgillu have used #artificialintelligence to detect long-term changes in molecular patterns speci… https://t.co/IJXvWMkFYr,FALSE,1,NA,1/28/2020 16:34,TRUE,NA,1.22E+18,NA,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",Neuro_Central,2,FALSE,FALSE,NA,NA
1017,"RT @growmedtech: #mitreap stop 2: #Digital Health
Prof Stephen Smith, founder of @ClearskyMD, draws in the crowds for this #Alzheimers diag…",FALSE,0,NA,1/28/2020 16:32,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MV_Research,3,TRUE,FALSE,NA,NA
1018,"Following the path. Searching for answers. #Alzheimers https://t.co/YOXh1NR0ui
#AlzAuthors https://t.co/Y7vMtQXufN",FALSE,2,NA,1/28/2020 16:30,FALSE,NA,1.22E+18,NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",MarianneSciucco,3,FALSE,FALSE,NA,NA
1019,"RT @JohnMTalmadgeMD: #Presidementia explains all self-defeating &amp; unforced errors. Trump is mentally ill, cognitively impaired, psychiatric…",FALSE,0,NA,1/28/2020 16:27,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Peglet13,131,TRUE,FALSE,NA,NA
1020,"RT @LEAD_Coalition: Take Your Blood Pressure Meds. It May Reduce Your #Alzheimers Risk. https://t.co/O3pwfBtzaH via @FisherCenter 

#dement…",FALSE,0,NA,1/28/2020 16:24,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",StonechurchPh1,31,TRUE,FALSE,NA,NA
1021,RT @B_A_Benitez: Excellent review of recent developments &amp; interpretation of #Alzheimers #GWAS by Dr. Alison Goate et al. @SinaiBrain @Icah…,FALSE,0,NA,1/28/2020 16:19,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LindsayRizzardi,12,TRUE,FALSE,NA,NA
1022,RT @LivingWthAlz: “Living with Alzheimer’s” involves both Happy and Sad Moments. We had both last week. Here’s the happy one. https://t.co/…,FALSE,0,NA,1/28/2020 16:19,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Boomer98053,12,TRUE,FALSE,NA,NA
1023,"We have new programs, groups welcome, give us a call for more information, 
585-735-9223 #thriveathome.us #penfield… https://t.co/3wr1BG1zU2",FALSE,0,NA,1/28/2020 16:18,TRUE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HomeThrive,0,FALSE,FALSE,NA,NA
1024,RT @CABHI__: CABHI-supported #Alzheimers early diagnosis technology @RetiSpec is in the @globeandmail! Read to find out how this promising…,FALSE,0,NA,1/28/2020 16:17,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RetiSpec,1,TRUE,FALSE,NA,NA
1025,"RT @alvie_barr: #ArtificialIntelligence-Based Blood Test Predicts Neurodegenerative Disease Progression <U+0001F449> #MachineLearning algorithm ""stron…",FALSE,0,NA,1/28/2020 16:16,FALSE,NA,1.22E+18,NA,"<a href=""https://www.twitter.com"" rel=""nofollow"">ML_BD_bot</a>",machine_ml,8,TRUE,FALSE,NA,NA
1026,"RT @LEAD_Coalition: Take Your Blood Pressure Meds. It May Reduce Your #Alzheimers Risk. https://t.co/O3pwfBtzaH via @FisherCenter 

#dement…",FALSE,0,NA,1/28/2020 16:16,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SONADORLIVESON,31,TRUE,FALSE,NA,NA
1027,"RT @alvie_barr: #ArtificialIntelligence-Based Blood Test Predicts Neurodegenerative Disease Progression <U+0001F449> #MachineLearning algorithm ""stron…",FALSE,0,NA,1/28/2020 16:16,FALSE,NA,1.22E+18,NA,"<a href=""https://www.calcaware.com/"" rel=""nofollow"">Calcaware</a>",Calcaware,8,TRUE,FALSE,NA,NA
1028,"RT @alvie_barr: #ArtificialIntelligence-Based Blood Test Predicts Neurodegenerative Disease Progression <U+0001F449> #MachineLearning algorithm ""stron…",FALSE,0,NA,1/28/2020 16:16,FALSE,NA,1.22E+18,NA,"<a href=""https://sarojhumagain.com.np"" rel=""nofollow"">Twitter bot, saroj humagain</a>",msarozz,8,TRUE,FALSE,NA,NA
1029,RT @littlegemtv: Meet Irene. Glamour puss. Mischief maker. She also has Alzheimers. 'This is our Family.' Tonight 10pm. SKY ATLANTIC. 'Extr…,FALSE,0,NA,1/28/2020 16:16,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LizzieS31810285,7,TRUE,FALSE,NA,NA
1030,#ArtificialIntelligence-Based Blood Test Predicts Neurodegenerative Disease Progression <U+0001F449> #MachineLearning algorith… https://t.co/Vo4eJlEdqE,FALSE,7,NA,1/28/2020 16:15,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",alvie_barr,8,FALSE,FALSE,NA,NA
1031,"RT @CareMidland: Enjoy and treasure the happy moments, take the opportunities <U+0001F499> #derby #nottingham #carer #health #recruitment #grow #quote…",FALSE,0,NA,1/28/2020 16:14,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",derbypromo,1,TRUE,FALSE,NA,NA
1032,$MILV Looking for a drug that can PROTECT THE LIVER? <U+0001F468><U+200D><U+0001F52C><U+0001F97C><U+0001F9EA>Carrier molecule that GETS INTO THE BRAIN TO DELIVER PREV… https://t.co/mpUI3jX6X0,FALSE,2,NA,1/28/2020 16:13,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Aquahoya,3,FALSE,FALSE,NA,NA
1033,As we keep learning more about the brain we're getting closer to a world without the heartbreak of #Alzheimers &amp;… https://t.co/I2IAWOvNIG,FALSE,0,NA,1/28/2020 16:11,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BeBetterNow2020,0,FALSE,FALSE,NA,NA
1034,There is good epidemiological evidence that those who adhere to a Mediterranean-type diet are least likely to devel… https://t.co/PYa988mXmD,FALSE,0,NA,1/28/2020 16:10,TRUE,NA,1.22E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Mac_AgingNews,0,FALSE,FALSE,NA,NA
1035,"What others are saying: ""I just finished the course, and I am so glad I found it. It has had the most positive impa… https://t.co/DfRQ7mEtId",FALSE,1,NA,1/28/2020 16:10,TRUE,NA,1.22E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",theDAWNmethod,0,FALSE,FALSE,NA,NA
1036,"RT @YoungNationALZ: Who gets early onset #Alzheimers? In the US, approximately 200,000 people have early onset. Learn more about why we fig…",FALSE,0,NA,1/28/2020 16:09,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",taylorhutton16,2,TRUE,FALSE,NA,NA
1037,"RT @LEAD_Coalition: Take Your Blood Pressure Meds. It May Reduce Your #Alzheimers Risk. https://t.co/O3pwfBtzaH via @FisherCenter 

#dement…",FALSE,0,NA,1/28/2020 16:08,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PepperPell,31,TRUE,FALSE,NA,NA
1038,"RT @UsAgainstAlz: As @WaysMeansCmte considers proposals for national #PaidLeave, let's remember the millions of #Alzheimers and #dementia #…",FALSE,0,NA,1/28/2020 16:04,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",vradenburg3,5,TRUE,FALSE,NA,NA
1039,"RT @LEAD_Coalition: Take Your Blood Pressure Meds. It May Reduce Your #Alzheimers Risk. https://t.co/O3pwfBtzaH via @FisherCenter 

#dement…",FALSE,0,NA,1/28/2020 16:04,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",primary__master,31,TRUE,FALSE,NA,NA
1040,"The recent discovery of 4 new gene variants are leading scientists to a better understanding of #Alzheimers: 

https://t.co/WYpAhEDRk4",FALSE,0,NA,1/28/2020 16:04,FALSE,NA,1.22E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Alzheimersnet,1,FALSE,FALSE,NA,NA
1041,Researchers on New Alzheimer's Treatment Approaches #alzheimers #aging #memorycare https://t.co/gO4hNWFW2x,FALSE,0,NA,1/28/2020 16:03,FALSE,NA,1.22E+18,NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",VistaSpringsFOL,0,FALSE,FALSE,NA,NA
1042,"Living near major roads linked to risk of dementia, Parkinson’s, Alzheimer’s and MS https://t.co/Xs2r9aBH1X #Alzheimers #Elderlycare",FALSE,0,NA,1/28/2020 16:03,FALSE,NA,1.22E+18,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",CARECEUs,0,FALSE,FALSE,NA,NA
1043,"RT @LEAD_Coalition: Take Your Blood Pressure Meds. It May Reduce Your #Alzheimers Risk. https://t.co/O3pwfBtzaH via @FisherCenter 

#dement…",FALSE,0,NA,1/28/2020 16:03,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",COSseaton,31,TRUE,FALSE,NA,NA
1044,"RT @LEAD_Coalition: In the face of #Alzheimers disease and other forms of #dementia, love fiercely, freely and without fear! 

#TuesdayThou…",FALSE,0,NA,1/28/2020 16:01,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FlyGuy_Mel91,42,TRUE,FALSE,NA,NA
1045,$AVXL #Alzheimers trial down under. https://t.co/BH4vARGFem,FALSE,1,NA,1/28/2020 16:01,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",petercirelli,1,FALSE,FALSE,NA,NA
1046,The #HumansOfDementia contest is officially underway! Best of luck to all our high school and college students ente… https://t.co/RpBLzcTV8r,FALSE,1,NA,1/28/2020 16:00,TRUE,NA,1.22E+18,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",GensUnited,0,FALSE,FALSE,NA,NA
1047,"RT @LEAD_Coalition: Take Your Blood Pressure Meds. It May Reduce Your #Alzheimers Risk. https://t.co/O3pwfBtzaH via @FisherCenter 

#dement…",FALSE,0,NA,1/28/2020 16:00,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LisaZucker3,31,TRUE,FALSE,NA,NA
1048,RT @memorymelt1: A friend posted this &amp; it resonated w/ me. As a #caregiver over 5 years 4 parents #alzheimers #dementia &amp; #specialneeds si…,FALSE,0,NA,1/28/2020 15:59,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SwanstonAndrew,6,TRUE,FALSE,NA,NA
1049,"For individuals diagnosed w/ #Alzheimers &amp; their caregivers, care planning is essential to learning about medical &amp;… https://t.co/M1Ko6BRdns",FALSE,1,NA,1/28/2020 15:59,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MaggieK88606732,0,FALSE,FALSE,NA,NA
1050,"Beller Medical 
""Medical information you can trust!""
https://t.co/3O9ND6ioSl #medicalresearch

#HealthyLiving… https://t.co/PVAPvV1dtP",FALSE,1,NA,1/28/2020 15:59,TRUE,NA,1.22E+18,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",BellerMedical,0,FALSE,FALSE,NA,NA
1051,RT @littlegemtv: Meet Irene. Glamour puss. Mischief maker. She also has Alzheimers. 'This is our Family.' Tonight 10pm. SKY ATLANTIC. 'Extr…,FALSE,0,NA,1/28/2020 15:57,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AshaSin24116510,7,TRUE,FALSE,NA,NA
1052,RT @jason_r_DC: Powerful testimonial from #Alzheimers #caregiver @JoanLunden on the need for a nat'l #paidleave policy - millions of #demen…,FALSE,0,NA,1/28/2020 15:56,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",WAI_Alzheimers,1,TRUE,FALSE,NA,NA
1053,"RT @IMPACTCollab1: Dr. Partha Bhattacharyya, NIA Program Director, DBSR, says we lack the infrastructure and science to improve care for #A…",FALSE,0,NA,1/28/2020 15:56,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",akelleymd,1,TRUE,FALSE,NA,NA
1054,"WAHCA team going to fight for all of its members at the 2020 in home services day at the Capitol in Olympia.
#wahca… https://t.co/na5bRc1Zv5",FALSE,0,NA,1/28/2020 15:56,TRUE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WAHCA1,0,FALSE,FALSE,NA,NA
1055,"RT @LEAD_Coalition: Take Your Blood Pressure Meds. It May Reduce Your #Alzheimers Risk. https://t.co/O3pwfBtzaH via @FisherCenter 

#dement…",FALSE,0,NA,1/28/2020 15:53,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",silentseawolf,31,TRUE,FALSE,NA,NA
1056,Powerful testimonial from #Alzheimers #caregiver @JoanLunden on the need for a nat'l #paidleave policy - millions o… https://t.co/LvSZsEiaY0,FALSE,3,NA,1/28/2020 15:53,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jason_r_DC,1,FALSE,FALSE,NA,NA
1057,Take Your Blood Pressure Meds. It May Reduce Your #Alzheimers Risk. https://t.co/O3pwfBtzaH via @FisherCenter… https://t.co/FOPmXytQ1j,FALSE,30,NA,1/28/2020 15:53,TRUE,NA,1.22E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",LEAD_Coalition,31,FALSE,FALSE,NA,NA
1058,"Who gets early onset #Alzheimers? In the US, approximately 200,000 people have early onset. Learn more about why we… https://t.co/aTodUauz8t",FALSE,1,NA,1/28/2020 15:52,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",YoungNationALZ,2,FALSE,FALSE,NA,NA
1059,"RT @UsAgainstAlz: As @WaysMeansCmte considers proposals for national #PaidLeave, let's remember the millions of #Alzheimers and #dementia #…",FALSE,0,NA,1/28/2020 15:51,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jason_r_DC,5,TRUE,FALSE,NA,NA
1060,"RT @johnteal_rjr: Preparing for the Yorkshire 3 Peaks in June. 1 Day, 26 miles, 3 Mountains for the @alzheimerssoc Sponsors welcome..read m…",FALSE,0,NA,1/28/2020 15:51,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ServingIpp,2,TRUE,FALSE,NA,NA
1061,"RT @JohnMTalmadgeMD: #Presidementia explains all self-defeating &amp; unforced errors. Trump is mentally ill, cognitively impaired, psychiatric…",FALSE,0,NA,1/28/2020 15:50,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",deaniemills,131,TRUE,FALSE,NA,NA
1062,"RT @DeborahDian: Are you worried about Alzheimers, dementia or cognitive decline in yourself or someone you love? This article explains how…",FALSE,0,NA,1/28/2020 15:49,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EVOVLD,6,TRUE,FALSE,NA,NA
1063,"RT @DeborahDian: Are you concerned about Alzheimers, dementia or cognitive decline in yourself or someone you love? This article explains h…",FALSE,0,NA,1/28/2020 15:46,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DeborahDian,3,TRUE,FALSE,NA,NA
1064,Learn the best way you can communicate with someone living with #Alzheimers. https://t.co/KPTQmNQUa9 https://t.co/49WFVZPshi,FALSE,0,NA,1/28/2020 15:46,FALSE,NA,1.22E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",WNYAlz,0,FALSE,FALSE,NA,NA
1065,RT @PeoplesPharmacy: #Aluminum and #Alzheimers: The Connection Gets Stronger! https://t.co/PKxMXhlpqw via @peoplespharmacy,FALSE,0,NA,1/28/2020 15:44,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",louiebfree,1,TRUE,FALSE,NA,NA
1066,"RT @DCoxAuthor: ""This superbly written, poignant, and personal journal takes you along as the author shares her doubts, fears, highs, lows,…",FALSE,0,NA,1/28/2020 15:43,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CAASBREY,41,TRUE,FALSE,NA,NA
1067,RT @B_A_Benitez: Excellent review of recent developments &amp; interpretation of #Alzheimers #GWAS by Dr. Alison Goate et al. @SinaiBrain @Icah…,FALSE,0,NA,1/28/2020 15:41,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jNickCochran,12,TRUE,FALSE,NA,NA
1068,"RT @LEAD_Coalition: In the face of #Alzheimers disease and other forms of #dementia, love fiercely, freely and without fear! 

#TuesdayThou…",FALSE,0,NA,1/28/2020 15:28,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chande87,42,TRUE,FALSE,NA,NA
1069,#Aluminum and #Alzheimers: The Connection Gets Stronger! https://t.co/PKxMXhlpqw via @peoplespharmacy,FALSE,1,NA,1/28/2020 15:26,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PeoplesPharmacy,1,FALSE,FALSE,NA,NA
1070,"RT @DIATECH2020: Jeroen vanbrabant from ADx Neurosciences is giving a talk on measurement of #Alzheimers biomarkers using @QuanterixSimoa
#…",FALSE,0,NA,1/28/2020 15:25,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AFScience,2,TRUE,FALSE,NA,NA
1071,"RT @LEAD_Coalition: In the face of #Alzheimers disease and other forms of #dementia, love fiercely, freely and without fear! 

#TuesdayThou…",FALSE,0,NA,1/28/2020 15:25,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",patty_fong,42,TRUE,FALSE,NA,NA
1072,Alzheimer’s is not just an American problem—it’s a global problem. Step one to dispelling stigmas: instead of it be… https://t.co/CxwaDAxoco,FALSE,0,NA,1/28/2020 15:25,TRUE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MrDarlingEdu,0,FALSE,FALSE,NA,NA
1073,RT @LEAD_Coalition: Please reTweet if you believe in the often symbiotic relationship between people living with #dementia/#Alzheimers and…,FALSE,0,NA,1/28/2020 15:23,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RalphNMartins1,21,TRUE,FALSE,NA,NA
1074,"RT @JerryBeller1: 2020 Typical ALZHEIMER'S Disease (AD)
""The best science in everyday language!""
https://t.co/6rA6u0nlPx

Guide for Patient…",FALSE,0,NA,1/28/2020 15:22,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Mrs_Grayeyes,2,TRUE,FALSE,NA,NA
1075,"RT @JerryBeller1: 2020 Typical ALZHEIMER'S Disease (AD)
""The best science in everyday language!""
https://t.co/6rA6u0nlPx

Guide for Patient…",FALSE,0,NA,1/28/2020 15:22,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sudeepkhatri,2,TRUE,FALSE,NA,NA
1076,"RT @LEAD_Coalition: Living at home with #dementia has advantages if you are able to address the challenges.

(image: @3SpiritUKNZ) #Alzheim…",FALSE,0,NA,1/28/2020 15:21,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EclecticMommaZ,19,TRUE,FALSE,NA,NA
1077,"RT @LEAD_Coalition: How does #music affect the brain of people with #dementia? https://t.co/sSsxcSkwzC 

#Alzheimers @judehaste_write @EstV…",FALSE,0,NA,1/28/2020 15:21,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EclecticMommaZ,15,TRUE,FALSE,NA,NA
1078,"2020 Typical ALZHEIMER'S Disease (AD)
""The best science in everyday language!""
https://t.co/6rA6u0nlPx

Guide for P… https://t.co/wRiKRfinD4",FALSE,1,NA,1/28/2020 15:18,TRUE,NA,1.22E+18,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",JerryBeller1,2,FALSE,FALSE,NA,NA
1079,"RT @LEAD_Coalition: In the face of #Alzheimers disease and other forms of #dementia, love fiercely, freely and without fear! 

#TuesdayThou…",FALSE,0,NA,1/28/2020 15:17,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PipestemW,42,TRUE,FALSE,NA,NA
1080,"RT @LEAD_Coalition: 28 Tips For Caring For Aging Parents https://t.co/pxI8Tq9Zau 

#Alzheimers #dementia #caregiving @travis_lefever @chuck…",FALSE,0,NA,1/28/2020 15:16,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EclecticMommaZ,27,TRUE,FALSE,NA,NA
1081,"RT @LEAD_Coalition: What Oliver Sacks’s patients taught him about #dementia  https://t.co/nT3EY2KbZ5 

#Alzheimers https://t.co/BuPwbp2ZM9",FALSE,0,NA,1/28/2020 15:16,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EclecticMommaZ,22,TRUE,FALSE,NA,NA
1082,"RT @LEAD_Coalition: Urgent Action Alert for Twitter friends in San Mateo County, California (or those who can reach residents of that count…",FALSE,0,NA,1/28/2020 15:15,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EclecticMommaZ,16,TRUE,FALSE,NA,NA
1083,"At iCare, we'll support you any way we can. That includes supported walks, get in touch with us today if you would… https://t.co/iGtvEIMxkx",FALSE,0,NA,1/28/2020 15:15,TRUE,NA,1.22E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",icaremcr,0,FALSE,FALSE,NA,NA
1084,"As @WaysMeansCmte considers proposals for national #PaidLeave, let's remember the millions of #Alzheimers and… https://t.co/SHFRFeUHdG",FALSE,10,NA,1/28/2020 15:15,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",UsAgainstAlz,5,FALSE,FALSE,NA,NA
1085,Sharing the lessons I learned #caring for my parents: https://t.co/RLKX01sVxF #Dementia #Alzheimers… https://t.co/hntj3vin0B,FALSE,0,NA,1/28/2020 15:15,TRUE,NA,1.22E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",vicleetap,3,FALSE,FALSE,NA,NA
1086,RT @LEAD_Coalition: Please reTweet if you believe in the often symbiotic relationship between people living with #dementia/#Alzheimers and…,FALSE,0,NA,1/28/2020 15:15,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EclecticMommaZ,21,TRUE,FALSE,NA,NA
